U10,V10,U100,V100,WINDPOWER
2.624265212,-5.323105469,5.397320934,-9.600799093,0.848571868
2.349865039,-6.001033952,5.080420157,-10.62895554,0.962302502
1.910111006,-7.116173538,4.143802305,-12.20090386,0.974781674
1.917645114,-7.399104402,4.072373876,-12.75236378,0.971555524
2.232888087,-7.616704871,4.567845726,-12.99071204,0.9924605
3.002556779,-7.572983761,5.579413127,-12.86291137,0.965682277
4.117208347,-5.867860454,7.285144135,-10.32734594,0.671452713
4.037901939,-4.394408779,7.505465628,-8.126618288,0.931104572
3.790069413,-3.169715146,7.609087152,-6.012156093,0.980678555
3.377279558,-2.713910006,7.274077759,-4.945659446,0.827194195
3.637008045,-1.387200448,7.494902269,-2.52128061,0.740289054
2.958938255,0.500847964,5.763014371,1.813079338,0.547913638
2.804687291,1.691871317,4.214727717,3.540305483,0.55004077
2.970834216,3.143713708,3.945110548,4.467499393,0.64258281
3.511307388,4.131207754,4.532131511,5.725058051,0.661880621
4.112846495,5.203128772,5.365630857,6.957695577,0.447702107
3.731987338,5.431257398,4.920977241,7.30581726,0.486380449
3.678665615,4.778923477,4.771565838,6.306216929,0.492726392
4.725366845,4.845592096,6.187442628,6.414408965,0.707873932
4.341198523,4.938650377,5.74464156,6.518484999,0.646730717
5.420228673,5.487740533,7.287653871,7.351093275,0.666146701
5.34969285,4.666420182,7.333835577,6.533185004,0.626794767
5.18217027,4.160386842,7.310473067,6.015156833,0.532763735
4.795482812,3.699262225,6.868758627,5.409516633,0.253140473
4.13546904,3.330732913,6.135827779,5.407164632,0.224778719
3.80588201,4.343725545,5.670207515,6.870697116,0.30051642
3.430530666,3.538146395,5.307273633,5.9140208,0.381583768
3.191632551,2.766364531,5.14101949,5.023200505,0.588754564
2.954833717,2.395983313,4.778628923,4.521048339,0.763025726
2.538336477,1.984397184,4.607484951,4.384632294,0.902920079
2.360737351,1.667721243,4.37929299,3.959508153,0.968045757
2.207909734,1.250579395,4.133714974,3.363863956,0.703584217
2.44134972,1.708463177,3.933775351,3.560844021,0.774027724
2.405242096,2.172828629,3.769694464,3.983616161,0.739473653
2.169282974,2.233478554,3.711559845,4.305840267,0.624537644
2.114701683,2.465892768,3.395894299,4.296432264,0.52642961
1.853971051,2.157550404,2.99058191,3.826032109,0.328795453
2.093708878,2.635342175,2.75098035,3.561432021,0.05108661
1.823321557,2.016805541,2.257651062,2.563007691,0.009879344
1.683509479,1.28854347,2.030545729,1.59398337,0.016922513
1.396368512,0.537327475,1.629734636,0.603196697,0
1.580331862,0.271529112,1.833537754,0.236168741,0
1.942155511,0.090594081,2.270180456,-0.023305236,0
2.124811064,0.039889574,2.499732893,-0.108003995,0
2.256898493,0.097532592,2.678334551,-0.037421696,0
2.51279064,0.024945088,3.033346434,-0.122120455,0
2.718986527,0.081520643,3.373566156,-0.037421696,0
2.351931692,0.318497497,3.410820489,0.367922366,0
2.335802204,0.448728021,3.206469513,0.481526257,0.041679961
1.711111494,0.119949322,2.13212028,0.117859363,0.129069616
-0.004281349,-0.832227949,1.039143879,-1.088089636,0
-0.681283912,-1.624819455,0.004788269,-3.104726758,0
-1.113292631,-1.995229223,-0.846034964,-4.494189735,0.01121471
-1.467705434,-2.398196621,-1.438269294,-5.202029365,0.117216767
-1.500400342,-2.778747291,-1.041072357,-6.049016956,0.144231337
-0.926277757,-3.260173242,0.32473725,-6.846933044,0.109417284
0.005309157,-3.578277308,2.139790289,-7.122540118,0.117405845
0.627384275,-3.523302948,3.476015573,-6.714507207,0.195885182
0.95520522,-3.427764982,4.036474148,-6.512171282,0.346060671
1.054161808,-3.27885385,4.2112408,-6.282946862,0.431039576
1.276487183,-3.36585211,4.325195232,-6.083299787,0.500951301
1.972234826,-3.576676113,3.987166942,-5.413776263,0.498670543
2.713319409,-3.339165527,3.818426725,-4.582921769,0.547074603
3.835408654,-3.604963891,5.071377616,-4.813490613,0.594096028
4.794500069,-3.542873128,6.266217987,-4.73884516,0.628401933
4.888944074,-3.392299239,6.35756477,-4.52826879,0.520733624
4.82240398,-3.190393342,6.227511723,-4.274001404,0.478439158
4.627076604,-3.261687797,5.953987457,-4.417966882,0.370392692
4.514602379,-3.364922168,5.839416916,-4.64573316,0.401708796
4.84086349,-3.031834474,6.427236045,-4.322706143,0.382021011
4.610763548,-2.093599445,6.636249871,-3.247620662,0.372838893
2.95412983,-1.11429881,6.04378599,-2.404598935,0.403126883
1.859437945,-1.777052064,5.536475889,-3.529105401,0.284031151
1.254137726,-2.525358665,5.043100044,-4.653611868,0.278606965
1.621610767,-2.755211988,5.803291069,-4.717357775,0.422613772
4.754576012,0.550569305,8.978752969,2.291827116,0.785431512
3.498470735,3.306527761,5.594277244,6.224734763,0.83094031
4.430461356,3.013364962,6.904097218,5.494879929,0.688871557
5.068816976,3.021920297,7.815500714,5.391740483,0.964335094
5.518713876,2.803474086,8.177275262,4.610315926,0.936658749
6.295730469,3.022490652,9.069583668,4.675494326,0.979000485
6.356260491,2.429320786,9.327109345,3.909827184,0.993110457
6.087953656,1.875505459,9.315755508,3.26019192,0.989837038
5.988358159,1.285187371,9.342075767,2.369181701,0.923541438
6.386310856,1.080429696,10.01659693,1.988138745,0.795393578
7.942919787,2.253080893,11.15301284,3.240137028,0.977972371
7.165473904,2.344908151,10.19825833,3.373358813,0.992306874
7.475421959,2.560502583,10.41707774,3.578205214,0.974628047
7.50006349,2.968578561,10.1502337,4.085699602,0.945285449
7.189782398,5.505168606,9.703596442,7.520928165,0.973044516
6.677467996,7.265001137,9.067097543,10.00463135,0.96221978
5.959614283,7.773545898,8.028026692,10.66547253,0.968589357
5.739612717,7.429497523,7.678768322,10.22944622,0.987544463
5.153234043,7.800869027,7.020508778,10.84876109,0.990475178
4.36569856,7.387118793,6.129954337,10.50437907,0.989317073
3.756092629,6.759244449,5.365067626,9.759053318,0.988820742
3.055330671,5.824124312,4.666006871,9.053105973,0.931080937
2.536442517,5.088630298,3.97891447,8.199668614,0.851502582
2.54696052,4.655921159,3.996867003,7.579637782,0.864714433
2.663096805,4.226557709,4.283019499,7.203753039,0.80705735
2.812540099,3.309281247,4.49355375,5.906413698,0.648503327
3.082063929,2.599437517,4.859132605,4.864675983,0.680233039
2.947959389,2.6512957,4.651318435,4.940568902,0.349322272
3.174972956,2.942928277,4.923870527,5.181135138,0.51075974
3.198638463,2.56765347,5.053890387,4.672795771,0.59045627
2.766962085,1.896842781,4.813435248,4.157296696,0.677385046
2.298472696,1.600749285,4.355373648,4.033433723,0.589794495
2.134567148,1.282908808,4.051268618,3.573780381,0.552770589
2.294966695,1.383279485,3.771644316,3.283812151,0.522458964
2.44528649,2.041265032,3.190635065,2.962341199,0.360477896
2.828317104,3.551286101,3.598103164,4.650600672,0.438260006
3.110550187,4.032507734,3.95062563,5.211921888,0.467921674
2.718355172,3.518322388,3.40732272,4.501617513,0.307985016
2.967395855,3.21301082,3.688326223,4.06696665,0.268810343
3.31202791,2.952134268,4.138758308,3.714479226,0.240755841
3.566938239,2.909132639,4.483297529,3.671202301,0.30687418
3.626473217,2.975546266,4.571111123,3.77092739,0.397040924
3.470089084,3.13178552,4.407881148,4.023689724,0.34728968
3.120845164,3.130352132,4.030282691,4.098953943,0.281443141
2.671398006,2.895754354,3.551440326,3.93274546,0.236418856
1.461412468,1.626728491,3.058651095,3.807932298,0.134446532
1.048440965,1.851770351,2.095800858,3.891977342,0.146228478
-0.030316065,2.493928017,0.708346064,3.590293266,0.000389974
-1.361048601,1.503457153,-0.571149663,2.880300803,0
-1.701488053,0.367736341,-1.406411913,1.89120353,0
-1.579483274,-0.40724858,-1.734938066,0.760985847,0
-1.453705152,-0.839176058,-1.72873946,-0.331599727,0
-1.28767803,-1.024083064,-1.652289977,-1.483142272,0
-1.433161392,-1.2519917,-1.703945033,-2.419554592,0
-1.652434585,-1.688697137,-1.717375347,-3.257496226,0
-1.635664169,-2.204238893,-1.326346576,-4.331265745,0
-1.375722716,-2.617054536,-0.546871787,-5.26266045,0.017040687
-0.91830961,-3.129729517,0.568877414,-5.578770168,0.099821557
0.294610751,-3.229588857,1.390192799,-5.208721093,0.359721582
2.409779511,-3.34760444,3.203285251,-4.480539778,0.483721535
4.062923302,-3.415451455,5.252957858,-4.575874455,0.370794484
4.552795652,-3.192401932,5.871590147,-4.245366635,0.383049125
4.189531651,-3.18360653,5.337042916,-4.199451202,0.375627799
3.944389129,-3.353823428,4.982564532,-4.434201933,0.338804788
4.024889726,-3.335197871,5.081859638,-4.47235701,0.32358398
4.413234315,-2.720037105,5.615892386,-3.75258411,0.351437586
4.617519751,-1.943972221,5.989921102,-2.79094682,0.383817256
4.242524506,-1.441599552,5.748628849,-2.210213608,0.323004928
2.505086994,-0.323031365,5.071055507,-1.125057339,0.359449782
2.666492714,-1.902064717,4.30087533,-2.344726423,0.234468985
0.98083448,-2.353217103,4.020482414,-4.640498029,0.381666489
0.963035353,-3.753238155,4.165566455,-7.121224756,0.596045899
1.404777323,-4.323387157,4.603905473,-7.950936016,0.891055412
1.374437902,-4.763157259,4.322998074,-8.69398998,0.991952352
1.783817824,-4.875945355,4.742301243,-8.912573305,0.990817882
2.131305326,-5.395908828,5.148742352,-9.536635164,0.997329268
2.457352971,-6.063842005,5.360194625,-10.4394231,0.997199277
3.062927816,-5.967092583,6.183366491,-10.18785826,0.995013058
3.289057634,-6.224228748,6.551221418,-10.4905121,0.99455218
3.564135051,-6.542415351,6.830070888,-10.93479241,0.992436866
3.811704727,-6.630886748,7.128985172,-11.03373693,0.988879829
3.770443115,-7.108942717,6.902612908,-11.58601551,0.985913662
4.073028274,-7.122394508,6.804346767,-11.15272904,0.955578403
4.025294252,-6.887505536,6.455527689,-10.68969454,0.925715839
4.749799626,-7.161197752,6.900554979,-10.23054022,0.934366174
5.456105993,-7.766138456,7.704679465,-10.8465822,0.929450136
5.817610507,-7.775123982,8.112843337,-10.79497852,0.927996597
6.221590647,-7.683271938,8.655071672,-10.67966658,0.928918354
6.674971786,-7.577442409,9.37044399,-10.60767626,0.950118765
7.31256787,-7.357796218,10.38216933,-10.45987312,0.948937025
7.448766888,-6.912513484,10.86903501,-10.06551905,0.991302395
6.494450375,-6.099822576,10.17103137,-9.409961159,0.989387977
5.275584582,-6.110804885,9.026327109,-9.961674604,0.990853334
5.650478152,-5.086954115,9.763410271,-8.772878658,0.977759658
6.149566759,4.776657471,9.579953637,7.754315576,0.930360076
5.270505975,2.860743646,8.552487933,5.011038328,0.939116768
5.873475189,2.04655515,9.42417833,3.577602701,0.944990014
7.21099572,1.118549991,10.97921755,1.913543209,0.984802827
7.571115159,2.781870695,12.11035253,4.846671043,0.974769856
7.631135065,2.227763258,11.35427238,3.638125539,0.990581534
8.10344556,2.789358634,12.33668809,4.595023455,0.993854953
8.637161036,3.004012866,13.02057968,4.977910038,0.992058709
8.595147102,3.461276301,13.13347607,5.517518916,0.990593352
8.110370934,3.518683829,12.01645313,5.441069016,0.98814715
8.813988914,3.585076882,13.1253345,5.491398533,0.98642181
8.254880401,2.780872304,12.06747362,4.208314377,0.995544841
7.481085299,4.3358675,10.63347235,6.311323712,0.991066047
7.61220571,5.579863658,10.48203922,7.765783061,0.984341948
7.379051458,5.370201384,9.92949823,7.326196136,0.912834876
6.422662367,4.597298097,8.476134381,6.075231668,0.926070361
5.84469282,4.750463997,7.643579327,6.239682327,0.802625826
5.065748511,4.734091091,6.586934688,6.187326607,0.72541095
4.364787757,4.341669491,5.616917273,5.63692032,0.714515309
4.005172163,3.901185488,5.13502092,5.048254084,0.573179234
3.789491931,3.529362061,4.863727279,4.568997879,0.475673887
3.472210268,3.218276835,4.504768963,4.205863975,0.317297125
2.965094351,2.778849149,4.039990565,3.837360254,0.289148084
1.473157539,1.640139903,3.226109643,3.796415396,0.285898299
0.980747092,2.286077476,1.760190276,3.529938206,0.080476477
-0.408697047,1.896296667,0.47219389,2.773465175,0.004573333
-1.415353336,0.249499159,-0.643066775,1.612242156,0
-1.283895343,-0.473549522,-1.401444027,0.449676682,0
-1.667128813,-0.907695626,-1.885934009,-0.540383406,0
-1.489326308,-1.042375987,-2.366792909,-1.694222927,0
-1.987975439,-1.889541863,-2.868919572,-3.613932658,0.00408882
-2.149735613,-2.760474863,-2.823271693,-5.366506822,0.037496602
-2.146616271,-3.230535729,-2.583101606,-6.37804618,0.091076683
-2.043677979,-3.463453529,-2.292615107,-6.892877426,0.227603077
-2.070860818,-3.744961891,-2.213250046,-7.327832638,0.298968341
-2.175135971,-4.164847722,-2.427483839,-7.609076826,0.3521939
-1.61900182,-4.13157375,-1.897345978,-6.886836382,0.23617069
-0.5129722,-3.921366756,-0.549696115,-5.28126097,0.153425273
0.515519485,-3.577007559,0.69939583,-4.599965384,0.155788752
1.925386087,-3.674661015,2.419294663,-4.709960028,0.147339313
2.217195149,-3.430666564,2.741786814,-4.405683181,0.223207005
2.204253688,-3.236035152,2.693638686,-4.152824887,0.190023753
2.044781497,-3.052216596,2.483492168,-3.92718818,0.137010907
1.800146147,-2.930924557,2.182566366,-3.789870399,0.114262417
1.477862034,-2.971825361,1.80239677,-3.887263186,0.041360892
1.115083673,-2.883912138,1.427242604,-3.964088553,0.022263977
0.298519262,-1.592481007,0.846455806,-3.726353363,0.011285615
-1.247776536,-2.426951432,-1.037841255,-4.74383578,0.024166578
-2.223813138,-3.55948059,-3.256165957,-7.52043762,0.193876225
-2.188745955,-4.311209159,-3.288766252,-8.655275322,0.280237766
-2.125708518,-4.695300617,-3.124260147,-9.205756297,0.353883788
-2.078952274,-5.049304127,-2.950224725,-9.679411905,0.502924806
-2.015079904,-5.24628616,-2.78070319,-9.943763758,0.5650725
-1.960809263,-5.260860009,-2.647794295,-9.961306558,0.620921521
-1.918227683,-5.162604055,-2.470248072,-9.838506956,0.625754836
-1.795075075,-5.117472134,-2.089075389,-9.797372114,0.63686319
-1.544595195,-5.215728088,-1.578003069,-9.969170572,0.721558478
-1.231495344,-5.234062931,-0.957092832,-10.02724329,0.801266825
-1.049062497,-5.098667166,-0.553350715,-9.85665468,0.776202125
-1.020674777,-5.21713846,-0.591467983,-9.721151671,0.884378582
-0.933006819,-5.549516258,-0.780048152,-9.26019947,0.939991255
-0.745564375,-5.530711291,-0.846251828,-8.044906857,0.814951371
-0.634518294,-6.043146651,-0.757478717,-8.210051149,0.769915269
-0.454310933,-6.540206846,-0.553483275,-8.756470942,0.733375876
0.066496626,-6.266087589,0.115947589,-8.304188179,0.552853311
0.613361266,-5.800609123,0.835521482,-7.650722782,0.481641673
1.465895513,-5.174104318,1.970382511,-6.81926874,0.402725092
2.199836634,-4.574187582,2.902957134,-6.088658123,0.474539417
2.585013745,-3.922218146,3.428816077,-5.362081243,0.505829522
2.20150696,-2.759458182,3.295529907,-4.37280724,0.497890595
1.227373,-1.437169797,3.136100789,-3.541353197,0.497890595
0.640086478,-3.151538595,2.319240849,-4.257341518,0.497890595
-0.627690743,-2.670331975,1.259808649,-5.760412773,0.497890595
-1.652268539,-3.763438686,-0.947341766,-7.82669456,0.500200896
-1.602492833,-5.050151484,-1.384057548,-9.892472129,0.561976342
-0.94638889,-5.583036324,-0.217053551,-10.53887849,0.503811111
-0.396851729,-5.920068198,0.813664264,-10.93216784,0.764951962
-0.079155777,-6.278819904,1.251665764,-11.30428008,0.91063684
0.672824862,-6.472425991,2.438384114,-11.18730171,0.928882901
-0.103542532,-5.520123708,1.336523198,-10.20407831,0.812032474
0.03041759,-5.885616051,1.538381032,-10.76728884,0.862705475
0.282970839,-5.813341438,2.031668436,-10.64073035,0.952080453
0.196113902,-5.772523133,1.654524287,-10.64627673,0.943430118
0.246891803,-5.932051554,1.525952418,-10.72896834,0.95386488
0.635743631,-6.062370545,1.699095868,-10.1329837,0.951725931
1.090740357,-5.841052948,2.180811804,-9.640363566,0.763663866
1.98202616,-6.126781081,2.824956867,-8.661678122,0.5335555
1.06104439,-6.836138873,1.457343592,-9.383650861,0.665449475
1.719575304,-6.701447192,2.347439294,-9.107955371,0.542321646
2.794986439,-6.480340419,3.840209876,-8.832911643,0.493210905
4.252319286,-5.494532493,5.798193209,-7.590652531,0.493210905
5.309377203,-4.881419825,7.371055364,-6.942800718,0.493210905
4.916530958,-3.653263427,7.150093508,-5.508923464,0.493210905
1.85285462,-1.937996256,4.127062671,-3.7719767,0.493210905
0.264427365,-2.06399815,2.056610322,-3.792181334,0.493210905
-0.155511725,-2.974011834,2.233834226,-6.294297142,0.493210905
2.118539289,-4.688796239,5.591431987,-8.425560151,0.493210905
4.563013035,-3.155049039,8.494609478,-5.383785085,0.493210905
3.859036059,-2.241173228,7.568160155,-4.483701227,0.493210905
2.377232256,0.241691692,5.178477567,-1.157105998,0.493210905
1.59634656,1.297017905,3.730012961,2.79974346,0.493210905
1.040506266,2.814833831,2.269051797,5.338357961,0.493210905
-1.486119976,4.699069061,-2.067253617,8.455085701,0.341321894
-1.869352632,2.765108946,-2.699465816,6.203898413,0.078882311
-2.821535022,1.674540823,-3.926400541,4.70484492,0.128797816
-2.537060155,0.219001695,-4.863642345,2.146677547,0.065586557
-3.196028051,-0.735426449,-5.562313508,0.256566621,0.146098486
-3.108631778,-0.56307903,-5.752033971,-0.381508757,0.391581286
-2.492051075,0.680525877,-4.037165482,1.060189646,0.549898961
-2.833770501,1.625298703,-3.771329624,2.063903724,0.503692937
-2.616153782,2.679659385,-3.401545131,3.369383787,0.52143085
-2.82547646,3.263024595,-3.62152148,4.101223187,0.307973198
-2.733941849,1.96639495,-3.46634626,2.355152276,0.171553161
-2.443010218,1.766187384,-3.049887861,2.089989645,0.172793987
-2.545924808,0.570406711,-3.113061962,0.605954447,0.201533898
-3.012503937,-0.920468984,-3.716589303,-1.26394241,0.247841552
-3.638897549,-1.661684092,-4.856789839,-2.326469085,0.300918212
-3.729937379,-2.099855489,-5.250554628,-3.070050143,0.300918212
-3.255441744,-1.88573772,-5.463383884,-3.464667172,0.300918212
-3.522623853,-1.577229288,-6.381555052,-3.259541363,0.300918212
-3.446922256,-2.122211173,-6.320834313,-3.928701776,0.300918212
-2.945213628,-3.370155107,-3.432612516,-6.859874541,0.517255764
-0.154644928,-4.555503128,1.213443996,-8.467110301,0.74707224
1.627063918,-5.532198102,3.560085873,-9.357031113,0.671299087
2.830372974,-5.383160212,5.177465546,-8.874860385,0.725706385
4.198939113,-4.316048918,7.128502611,-7.195080132,0.717067867
6.707482253,-0.633819442,10.09584537,-0.864322312,0.817633921
5.51703752,0.542586305,8.246622878,1.004323778,0.921437941
5.241938904,0.34088836,7.991473107,0.633471324,0.961203484
5.589275646,-0.294013052,8.669214684,-0.352758557,0.972489098
5.87525946,-0.02574485,9.423623861,-0.039441391,0.988111698
4.755073726,0.199799157,7.522880741,0.316401857,0.507699035
4.370133576,-0.827071907,6.051476177,-1.189521765,0.682360171
4.870357859,-0.978593762,6.497374934,-1.379638369,0.937604141
6.514517396,-1.391925511,8.591933744,-1.968749686,0.942307465
8.91032988,-4.537513021,12.12670497,-6.319249781,0.959454509
11.99237953,-4.242202037,16.54478954,-5.868878453,0.955223881
13.72091666,-3.944854425,19.00637139,-5.527807769,0.950556009
13.70968197,-1.610370177,19.03148957,-2.146730624,0.492029165
13.06876972,0.293367359,18.19851634,0.309241675,0.184221411
12.65522617,1.025025781,17.68868513,1.49706313,0.01988868
11.38249642,1.512288905,16.1143861,2.265459825,0.293449617
11.48949345,2.088654482,16.33298217,3.16883623,0.680587561
10.56557404,1.942017304,15.47285415,3.156325916,0.374186077
10.29005667,2.947092965,15.44909371,4.772131819,0.621476938
9.611695457,3.039759515,14.10968362,4.859045584,0.297644793
8.562054525,3.124279555,12.62567426,4.939374973,0.640372957
7.647764846,3.678751386,11.53540938,5.896743263,0.90768249
6.745779825,3.700645132,10.07719708,5.838800753,0.950166034
6.407669189,3.873249311,9.320257268,5.898718576,0.959300883
5.669389634,4.186889943,8.378664874,6.489995553,0.962562484
4.919875391,4.070293019,7.315554787,6.3997896,0.953333097
4.597279325,3.85542882,6.841703676,6.135097679,0.948133442
4.217439845,3.543315659,6.450674678,5.855920131,0.93742688
3.803361312,3.272953361,5.813215948,5.495754757,0.914702024
3.37483818,2.929272474,4.902851564,4.842584644,0.786589617
4.066039038,4.833519167,5.387564592,6.622341513,0.721877548
4.443203592,5.0656947,5.896038062,6.86069593,0.755545314
4.518636503,4.230677433,5.99786853,5.64653697,0.684841824
4.807281754,4.730570686,6.362661518,6.282589225,0.755285331
4.738829358,4.570945097,6.224871274,6.021843769,0.729251604
4.958050321,4.521374758,6.527171542,5.961364517,0.730397892
5.370930908,4.095251748,7.05475624,5.411345656,0.645147186
5.722290988,3.920163851,7.534140548,5.223061192,0.753678165
6.139504006,3.665490547,8.179606633,4.980003065,0.749258458
6.277708526,3.195709257,8.507054931,4.460794389,0.742865246
6.101378621,3.468118737,8.407510648,4.953186792,0.879923423
5.614846722,3.474940343,8.285437923,5.416480687,0.971969133
4.742728545,3.097932899,7.370154441,5.244742433,0.987272663
4.777821229,3.117488171,7.316714878,5.115796103,0.972394559
4.713268021,2.996518351,7.431452762,5.155735232,0.961014405
4.633551307,3.070646474,7.158491861,5.181410386,0.940641212
4.567265127,3.423096135,6.978788235,5.680078938,0.889861855
4.219370991,4.444063219,6.216488597,7.020321991,0.689438792
4.03784217,5.331781592,5.914712246,8.155734369,0.656692783
3.482424633,5.048912315,5.086399032,7.849914754,0.788054975
2.886715496,4.866093265,4.258609735,7.676464823,0.684050058
2.306169864,4.982970121,3.324989148,7.763189788,0.627787429
1.498171653,4.3594753,2.214808439,7.232569933,0.494853523
0.681941824,3.899699032,0.881962887,6.646605857,0.39310573
-0.267293608,4.969326908,-0.382249501,6.607237287,0.180617105
-0.625585577,4.572764192,-0.853251133,5.87007508,0.206733553
-0.516408338,4.261244169,-0.73065449,5.361136466,0.201805698
0.946365366,3.697781401,1.085298001,4.592180424,0.143593198
1.495620417,3.528856885,1.772092992,4.367694381,0.103839472
2.100502149,3.544468392,2.542082223,4.400114685,0.104383073
2.585248947,3.811064904,3.185805019,4.767053578,0.08909136
2.782045863,4.066453154,3.471379569,5.121220836,0.104040368
2.600207383,4.293420454,3.279029769,5.444932657,0.140012526
2.008881732,4.327845829,2.555062884,5.545632085,0.157785892
1.266569374,4.20135259,1.645826559,5.55840372,0.195164321
0.530801332,3.351926468,0.832765135,5.749487026,0.181574314
-0.119423158,3.077324055,-0.149634917,5.951377099,0.236832465
-0.678494682,2.843151443,-1.096633166,5.773556645,0.296663949
-0.882770816,2.337979075,-1.458321593,5.244025017,0.21628201
-0.810315894,1.828003165,-1.216409268,4.69779202,0.120301107
-0.987947315,1.619049143,-1.379257565,4.432043772,0.192174519
-1.368919967,1.395284203,-2.035961023,3.947704082,0.115810496
-1.841980487,0.886509179,-2.843122147,2.919587479,0.083974427
-2.079913101,0.079914629,-3.356448301,1.544671868,0.029685303
-1.913967958,-0.545746554,-3.266763731,0.435504506,0.000768131
-1.622278467,-0.831957523,-2.948737528,-0.228129288,0
-1.411458018,-0.915619191,-2.593539431,-0.608822249,0
-1.818140481,-1.170607146,-2.326255814,-0.776818369,0
-1.234294048,-0.262737945,-1.527945141,-0.306232747,0
-0.520028757,0.462196413,-0.65588071,0.491503212,0
0.152165935,0.482211166,0.137709723,0.509678231,0
1.041964171,-0.19716231,1.205747974,-0.384392555,0
2.195745141,0.076742909,2.608332354,-0.068544746,0
3.000774997,0.74775089,3.628837611,0.785533514,0
3.082134398,1.464210392,3.759452519,1.716425101,0.00608596
2.698175122,2.079799414,3.291314042,2.510341874,0.007433143
2.503578662,2.644753846,3.07769153,3.261286155,0.003001619
2.132941394,2.949757473,2.664484557,3.706051438,0.001831697
1.6071979,3.064183671,2.109676376,4.071317612,0
0.520026965,2.503614912,1.009215263,5.115011988,0.040663665
-0.479123566,2.964110585,-0.747982486,5.897111326,0.182945132
-1.062912947,2.738447771,-1.760553193,5.617252978,0.308930407
-1.361230748,1.966170611,-2.149956515,4.798627023,0.194537999
-2.099174783,1.140866677,-2.647391793,3.263971936,0.087330568
-2.006872306,0.12219443,-2.511283736,1.787329712,0.109452736
-1.966430498,-0.06678821,-2.364799727,1.276494224,0.124082675
-2.068248695,-0.047650727,-2.756644449,1.075597828,0.13640822
-2.014960667,-0.291254932,-3.404836186,0.472908641,0.246770896
-2.16911532,-0.646893149,-3.716114704,-0.554133895,0.241653963
-2.394637869,-0.95947203,-3.766163406,-1.327101578,0.246321835
-2.620160417,-1.3553787,-3.733204505,-2.249398667,0.214757566
-3.083575949,-1.865711567,-3.565968595,-3.063190217,0.174330249
-2.428894458,-1.718592171,-3.063650517,-2.770977278,0.159310337
-1.503966539,-1.870894636,-1.690973289,-2.475541402,0.044327058
-0.299752256,-1.618917782,-0.235898807,-2.063542644,0.006842273
-0.404573188,-1.913759987,-0.308964677,-2.416388763,0
1.254411878,-1.223809589,1.573948183,-1.57139464,0.002564375
2.139695978,-0.244286861,2.588253747,-0.453957572,0.0075395
2.445355618,0.358988826,2.953894993,0.284585334,0.034896775
2.446658145,0.570258434,2.939380989,0.546804151,0.052681958
2.605566424,0.663335254,3.155416352,0.679116398,0.042483544
3.015428215,1.040567235,3.773377969,1.196938419,0.01416906
2.548255242,1.450794702,3.833666907,2.173643369,0.007870387
1.764134062,1.573912189,3.46746743,3.120277354,0.007385873
0.366522723,2.413080982,1.132387533,5.068274482,0.013483651
-0.877824619,2.42982496,-1.526466292,5.611356113,0.021814916
-1.473513578,1.534022123,-2.892457329,3.802888265,0.067950036
-1.930700511,1.305023597,-3.842566338,3.258603794,0.267853133
-3.021783858,0.536278008,-5.964960258,1.68889941,0.256449345
-4.418961021,0.934193726,-7.76302202,1.811588948,0.281183158
-5.454035713,-0.849039958,-9.423200747,-1.33744253,0.299051063
-5.561277092,-1.485803601,-9.473441529,-2.681013256,0.388615119
-5.815269833,-1.465119864,-9.631420876,-2.697251578,0.353032935
-5.435800336,-1.420797568,-9.122314286,-2.676803321,0.470887841
-5.918603632,-2.125029595,-9.712922589,-3.923545539,0.555394051
-5.577775766,-2.656404669,-8.684103022,-4.843115656,0.610581298
-5.349399387,-2.688907686,-7.771953714,-4.710803409,0.589841765
-5.113207846,-3.912203038,-6.832451093,-5.730810549,0.502038501
-3.812851848,-5.461021027,-4.839566743,-7.517627303,0.419222179
-0.943218268,-4.792961408,-0.980505239,-6.274088463,0.304758866
1.011567748,-4.766753907,1.461466843,-6.207795259,0.215324801
1.487231077,-4.623704632,2.009181547,-6.026503641,0.159889389
4.391060567,-4.680487551,5.717395757,-6.310617371,0.528261306
3.777264607,-5.355876684,5.191032643,-7.456542749,0.279186018
3.166132363,-5.769190811,4.360641453,-7.936830245,0.096252703
1.945389995,-4.61278484,3.145921639,-6.725964586,0.56556883
1.114311027,-5.012995216,2.301605499,-8.21823813,0.719206816
0.041975619,-4.8038812,1.430831953,-8.894022931,0.928599284
0.316338227,-6.416734475,1.443364408,-10.83208445,0.816239468
-0.72669632,-7.114509182,-0.396585665,-11.99018613,0.908214273
0.020665902,-7.45739065,0.859444834,-12.58817788,0.985972749
1.519576184,-7.301237625,3.24525295,-12.12141961,0.993228631
4.971750359,-4.471919524,8.532092336,-7.449778137,0.968719349
5.450077402,-1.710304133,9.179602516,-2.441935413,0.904657236
5.539882639,-1.776914864,9.0816637,-2.468993864,0.885678496
5.284546564,-0.527144672,8.561798896,-0.308376593,0.935760627
5.067263555,0.030856698,8.151941199,0.569670126,0.887911984
5.361413758,0.453452647,8.098098058,1.137897586,0.902388296
5.398705763,1.030017664,7.845592297,1.873887439,0.806915541
5.332112897,2.378065983,7.276061838,3.483188781,0.55262878
5.056228166,2.675084325,6.791473574,3.804507881,0.719821321
5.256387295,2.907129904,7.017521931,4.052092703,0.840666029
